ān fèng	安鳳
shí nián fāng yī hái	十年方一還
shí nián fāng yí jiàn	十年方一見
shí nián fēng yān sàn	十年風煙散
shí nián fù guì zǐ	十年富貴子
shí nián gěng xiāng féng	十年耿相逢
shí nián gòng qí qū	十年共崎嶇
shí nián guāi sù zhì	十年乖夙志
shí nián guān bú jìn	十年官不進
shí nián hé zú dào	十年何足道
shí nián huà què zhú	十年畫鵲竹
shí nián huái hǎi rén	十年淮海人
shì nián huái kòu qǐ	是年淮寇起
shí nián jì bú jiù	十年計不就
shí nián jiāng hǎi gé	十年江海隔
shí nián jiāng hǎi shǒu	十年江海守
shí nián jiē xiǎo guān	十年皆小官
shí nián jīn shǐ tóng	十年今始同
shí nián jīng bì cén	十年經碧岑
shì nián jīng shī hàn	是年京師旱
shí nián jīng zhuǎn zhàn	十年經轉戰
shí nián jù bó huàn	十年俱薄宦
shí nián jū cǐ xī	十年居此溪
shí nián jūn bú xìn	實年君不信
shí nián kě jiě jiǎ	十年可解甲
shí nián kōng zhì shí	十年空志食
shí nián kuí fèng xiáng	十年暌鳳翔
shí nián kuí shǎng wèi	十年睽賞慰
shí nián kùn bēn zǒu	十年困奔走
shí nián kùn xīn shuō	十年困新說
shí nián lí luàn hòu	十年離亂後
shí nián lǚ shuāng lù	十年履霜露
shí nián mó yí jiàn	十年磨一劍
shí nián nán yù hòu	十年難遇後
shí niǎn pò qīng lǜ	石碾破輕綠
shí nián qián jiàn jūn	十年前見君
shī nián sān shí yú	師年三十餘
shí nián sān wǎng lái	十年三往來
shí nián shā qì shèng	十年殺氣盛
shí nián shēn bǎi yōu	十年身百憂
shí nián shí wǔ rén	十年十五人
shí nián shǒu zhāng jù	十年守章句
shí nián sī shàng shū	十年思上書
shí nián sī zì qiáng	十年思自強
shí nián suí mǎ sù	十年隨馬宿
shí nián tiān yì yú	十年天一隅
shí nián tōng dà mò	十年通大漠
shí nián tóng kǔ xīn	十年同苦心
shí nián tóng qù zhù	十年同去住
shí nián wèi bú bài	十年味不敗
shí nián wéi cóng xué	十年爲從學
shí nián wéi lǚ kè	十年爲旅客
shí nián wò jiāng hǎi	十年臥江海
shí nián xián wèi zú	十年閒未足
shí nián xiāng jiàn shǎo	十年相見少
shí nián yí huì miàn	十年一會面
shí nián yī rù shí	十年依蓐食
shí nián yī yùn páo	十年一縕袍
shí nián yīng yào ěr	十年嬰藥餌
shí nián yōng huī zhuàng	十年擁麾幢
shí nián yóu qù guó	十年猶去國
shí nián yóu tā yì	十年猶塌翼
shí nián yóu zhí xiàn	十年猶執憲
shí nián yuè diāo xiè	十年閱凋謝
shí nián zhāo xī lèi	十年朝夕淚
shí nián zhèn nán yōng	十年鎮南雍
shí nián zhǐ yí mìng	十年只一命
shí nián zì qín xué	十年自勤學
shí nián zī shǎng fèi	十年茲賞廢
shí nián zuì chǔ tái	十年醉楚臺
shí nián zuì jǐn wò	十年醉錦幄
shí niǎo bù kě tīng	時鳥不可聽
shí niǎo cuī chūn sè	時鳥催春色
shí niǎo jiàn chéng qǔ	時鳥漸成曲
shí niǎo míng cūn xū	時鳥鳴村墟
shí niǎo shuō chūn róng	時鳥說春榮
shí niǎo xì yōu sōng	時鳥戲幽松
shī niǎo yā huā zhī	溼鳥壓花枝
shí niǎo zhuàn yú yīn	時鳥囀餘音
shí niǎo zì xiāng hū	時鳥自相呼
shí niè bù zhī kǔ	食櫱不知苦
shí níng fáng jiě lǎn	食寧妨解纜
shì níng qiān lǐ jìng	勢凝千里靜
shí níng wéi rén yān	時甯為人淹
shí niú yào lù jué	食牛要祿爵
shí nòng xiǎo jiāo sūn	時弄小嬌孫
shì nǚ fēi cǎi suǒ	士女飛彩索
shì nǚ jìng guāng yīn	士女競光陰
shì nǚ mǎn yīn dū	士女滿闉闍
shì nǚ pěng xiāng shāo	侍女捧香燒
shì nǚ xī chéng què	士女嬉城闕
shì nǚ zhěng luó yī	侍女整羅衣
shì ǒu cóng liáng yóu	事偶從梁遊
shì pái hào cāng shàng	勢排昊蒼上
shì pái shì xū qù	事排勢須去
shí pān rǔ dòu qì	時攀乳竇憩
shí pān xiǎo shān guì	時攀小山桂
shì péi qīng fàn mò	誓陪清梵末
shǐ péi wén hàn yóu	始陪文翰遊
shǐ pèi xiān láng yìn	始佩仙郎印
shī péi xún lìng tí	詩陪荀令題
shí péi yǔ gōng shǎng	時陪庾公賞
shí pén làn huáng tǔ	石盆爛黃土
shí pén xiè jī quán	石盆瀉機泉
shī pǐ fēi wú bìng	詩癖非吾病
shí pì yù mí zhāng	十闢譽彌彰
shī piān gòng shuí yín	詩篇共誰吟
shī piān suí yì zèng	詩篇隨意贈
shí piàn tái qín xiá	石片抬琴匣
shì pín fá zhī jǐ	士貧乏知己
shí pín wú jìn rì	食貧無盡日
shí pín zǒu bā fāng	食貧走八方
shí píng chéng dào tài	時平乘道泰
shí píng fǔ què cháo	時平俯鵲巢
shí píng guì yōu yōu	食蘋貴呦呦
shí píng kě pān yǐ	石屏可攀倚
shí píng lù fù píng	時平路復平
shí píng píng wú gēn	拾萍萍無根
shí píng shǎo àn yù	時平少犴獄
shí píng shì fēi xī	時平事非昔
shí píng sì mèng zhōng	時平似夢中
shí píng wú yù xí	時平無諭檄
shí píng xiáng bú qù	時平祥不去
shí píng yǎn bào tāo	時平偃豹韜
shí píng yù dào kāi	石屏御道開
shí píng yù tiáo bèi	時平玉條備
shí pò cǐ tiáo guàn	識破此條貫
shì pò fēng léi yī	勢迫風雷噫
shì pò qiě lí bié	世迫且離別
shí pò yīn yáng zhēng	識破陰陽爭
shí qǐ běi chuāng fēi	時啓北窗扉
shì qī bù dé guān	世欺不得官
shì qī bù shí zì	世欺不識字
shí qì cháng tái fā	石砌長苔發
shí qì dào yóu cún	時棄道猶存
shǐ qì gōng qīng zuò	使氣公卿坐
shí qí luó chà jù	石奇羅剎踞
shǐ qí rén chuán zhī	使齊人傳之
shì qí shǐ sǐ yě	是其始死也
shì qí suì hán yě	是其歲寒也
shì qì suǒ páng báo	是氣所旁薄
shī qì wǎn shēng hán	濕氣晚生寒
shí qī wáng qí mén	十七王其門
shí qī wèi jūn fù	十七為君婦
shǐ qì wéi sī tú	使契爲司徒
shì qǐ wú zuò zhě	世豈無作者
shí qī yí rǔ jià	十七遺汝嫁
shì qí yú biàn yě	是其於辯也
shí qiǎn bú shèng zhōu	石淺不勝舟
shì qiǎn cháo gāng zhèn	誓遣朝綱振
shí qiān dà yùn qù	時遷大運去
shí qiān fāng de dòu	十千方得鬥
shí qiǎn hán liú chù	石淺寒流處
shì qiǎn huàn shēng gē	試遣喚笙歌
shí qiān jì shàng zài	時遷跡尚在
shí qiǎn lài xíng kuān	識淺賴刑寬
shí qiān liáng yì jiè	十千良易借
shí qiǎn liú nán sù	石淺流難溯
shí qiǎn luàn liú nán	石淺亂流難
shǐ qiān mín huái tǔ	始遷民懷土
shí qiān mìng zī fú	時遷命茲符
shì qiān shí jì wǎng	事遷時既往
shí qiǎn shuǐ liú chí	石淺水流遲
shí qiǎn shuǐ wén xié	石淺水紋斜
shì qiáng sī yǒu shī	恃強斯有失
shì qiáng wēi yì zūn	勢強威亦尊
shí qiáo gōng suì huǒ	拾樵供歲火
shì qiáo guān liǔ xì	市橋官柳細
shí qiáo jià jué hè	石橋架絕壑
shí qiáo rén bú dào	石橋人不到
shì qiáo rén jì jì	市橋人寂寂
shí qiáo rú kě dù	石橋如可度
shí qiáo shuǐ héng liú	石橋水橫流
shí qiáo tōng xiǎo jiàn	石橋通小澗
shǐ qiè cháng yù duàn	使妾腸欲斷
shì qiè duàn cháng shí	是妾斷腸時
shì qiè fú shèng gài	事愜符勝概
shì qiè jià shí wù	是妾嫁時物
shì qiè lín zhōng yǔ	事愜林中語
shì qiè shǒu zhōng jì	是妾手中跡
shǐ qiè yī dài kuān	使妾衣帶寬
shì qiè yǔ jūn lèi	試妾與君淚
shì qiè zōng xiāo xiāng	勢愜宗蕭相
shì qín bú fù huí	適秦不復回
shì qīn chóng hàn lǐ	事親崇漢禮
shí qín fěi cuì lái	時禽翡翠來
shì qīn hèn wèi lì	事親恨未立
shì qīn jiàn bù zú	事親見不足
shì qǐn jīn píng zhōng	侍寢金屏中
shī qǐn jīng bì qiú	屍寢驚敝裘
shì qīn rú lǚ bīng	侍親如履冰
shí qín suī yún měi	食芹雖雲美
shǐ qīn wàng wǒ nán	使親忘我難
shǐ qīn wàng wǒ yì	使親忘我易
shí qín xià liú mù	時禽下流暮
shì qín yǒu qǐ qī	嗜琴有啓期
shì qīn zhī sè nán	事親知色難
shì qíng báo cī jiàn	世情薄疵賤
shì qíng báo ēn yì	世情薄恩義
shì qīng běi xià mén	勢傾北夏門
shì qíng běn nán hé	世情本難合
shí qīng bì shǔ bēi	時傾避暑杯
shí qíng biàn hán shǔ	時情變寒暑
shì qīng bú xìng rán	勢傾不幸然
shī qíng chá zhù shuǎng	詩情茶助爽
shí qīng dàn bì guān	時清但閉關
shí qīng dú běi hái	時清獨北還
shī qíng duì míng yuè	詩情對明月
shì qíng duō shì fēi	世情多是非
shì qíng è cī jiàn	世情惡疵賤
shì qíng è shuāi xiē	世情惡衰歇
shí qīng fēi hàn cè	拾青非漢策
shí qīng fēi zào cì	時清非造次
shì qíng fēn kě guài	世情紛可怪
shì qíng gān jìn xí	世情甘近習
shí qīng gèng hé yǒu	時清更何有
shí qīng guān shī xiǎn	時清關失險
shí qǐng hán fēng wān	十頃含風灣
shì qíng hé chù dàn	世情何處澹
shí qīng hé shèng huáng	時清荷聖皇
shì qíng jīn yǐ xián	世情今已閒
shī qíng kě biàn wú	詩情可便無
shī qīng lì yì xīn	詩清立意新
shī qíng mǎn wò zhōu	詩情滿沃洲
shí qīng miǎn fù xīn	時清免負薪
shí qīng míng zhǔ āi	時清明主哀
shī qíng mù yún duān	詩情暮雲端
shì qíng ōu fàn fàn	適情鷗泛泛
shí qīng qǐ xì páo	時清豈系匏
shì qíng qiān wàn biàn	世情千萬變
shí qíng rèn xiǎn bēi	時情任險陂
shí qīng rì fù cháng	時清日復長
shī qīng shěn yǐn hóu	詩輕沈隱侯
shì qìng tiān dì chūn	式慶天地春
shí qīng wǔ yòng wén	時清武用文
shì qíng xián jìng jiàn	世情閒靜見
shǐ qíng xíng gài zhuǎn	始晴行蓋轉
shì qíng xiū niàn luàn	世情休念亂
shí qīng yàn shǎng pín	時清宴賞頻
shì qíng yān zú guài	世情焉足怪
shí qīng yáo diàn shēn	時清瑤殿深
shī qíng yí bèi duō	詩情一倍多
shí qīng yì bēi jiǔ	時傾一杯酒
shī qíng yì qīng xián	詩情亦清閒
shí qīng yí wǔ lüè	時清疑武略
shí qīng yì zūn jiǔ	時傾一尊酒
shí qīng yīng bú jiàn	時清應不見
shí qīng yóu rú zhī	時清猶茹芝
shì qíng zhǐ yì shuì	世情只益睡
shì qióng bù dé yǐ	勢窮不得已
shǐ qióng qīng yuán kǒu	始窮清源口
shì qióng xīn yì shū	勢窮心亦舒
shì qióng yǒu rú cǐ	士窮有如此
shí qiū niáng tíng yuàn	識秋娘庭院
shì qiú wú shēng lǐ	誓求無生理
shì qù ēn yóu zài	事去恩猶在
shì qù fēn wú xiàn	事去紛無限
shǐ qū gān táng yīn	始趨甘棠陰
shí qú hū jiàn jiàn	石渠忽見踐
shí qù jiǔ bù huí	十去九不回
shí qù jiǔ chí huí	十去九遲回
shì qù kōng tàn xī	事去空嘆息
shí qù liáo zì jīng	時去聊自驚
shí qú liú xuě shuǐ	石渠流雪水
shì qū nán wéi gōng	勢屈難為功
shí qú néng liú wǒ	石渠能留我
shī qū qīng tiáo zhé	溼屈青條折
shí qú rén shǎo xiē	石渠人少歇
shí qú róng zhèng lǐ	石渠榮正禮
shì qù rú fù shuǐ	逝去如覆水
shì qù shì mò liú	逝去勢莫留
shí qú shū yōng shuǐ	石渠疏擁水
shì qù wéi liú shuǐ	事去唯留水
shì qù wèi xū bēi	勢去未須悲
shì qū wú liáng méi	世屈無良媒
shì qù wù wú xiàng	事去物無象
shì qù yì bù huí	逝去亦不回
shì qǔ yǐ huí yíng	勢曲已回縈
shí qú yí jì mǎn	石渠遺跡滿
shí qú yīn xué guǎng	石渠因學廣
shí qǔ zuì xiāo chóu	時取醉消愁
shí quán bì yàng yàng	石泉碧漾漾
shí quán fàn xiāng jīng	石泉飯香粳
shí quán gǔ kǎn kǎn	石泉鼓坎坎
shí quán jiě yú kè	石泉解娛客
shí quán jìng tíng lǜ	石泉淨停綠
shí quán kōng zì yàn	石泉空自咽
shí quán liú àn bì	石泉流暗壁
shí quán wéi xiǎo jìng	石泉爲曉鏡
shǐ quán yí sú jìn	始泉遺俗近
shí quán yíng jū lěng	石泉盈掬冷
shī què dōng yuán zhǔ	失卻東園主
shī què yān huā zhǔ	失卻煙花主
shī què yóu huā bàn	失卻遊花伴
shì rén ài fāng xīn	世人愛芳辛
shì rén bàn cāng fù	市人半傖父
shī rén bō guó fēng	詩人播國風
shí rén bú dào chù	時人不到處
shì rén bú jìn jié	事人不盡節
shí rén bù kě pān	時人不可攀
shí rén bù shí zhě	時人不識者
shì rén bú zì wù	世人不自悟
shī rén chēng hǎo qiú	詩人稱好逑
shǐ rén chéng huāng yín	使人成荒淫
shì rén dāng rú zǐ	視人當如子
shī rén de xiè gōng	詩人得謝公
shí rén duō bú jiàn	時人多不見
shī rén duō jiǎn è	詩人多蹇厄
shī rén duō jiàn zhòng	詩人多見重
shì rén duō wàng guī	世人多忘歸
shì rén duō xué chuī	世人多學吹
shī rén ér hòu yì	失仁而後義
shǐ rén fǎn xī mìng	使人返錫命
shì rén fāng zhòng wài	世人方重外
shì rén fēi mù jī	世人非目擊
shī rén gǎn fēng yǔ	詩人感風雨
shī rén gǎn shí jié	詩人感時節
shī rén gē pèi jīng	詩人歌旆旌
shì rén gòng chēng jiē	世人共稱嗟
shī rén gōng jī bìng	詩人工譏病
shì rén gòng lǔ mǎng	世人共鹵莽
shī rén gù cháng pín	詩人固長貧
shī rén gù duō gǎn	詩人故多感
shí rén guī shuǐ jìng	時人歸水鏡
shì rén hé chù dé	世人何處得
shì rén hé shū hū	世人何倏忽
shī rén hé suǒ yǒng	詩人何所詠
shǐ rén huò zuì míng	矢人獲罪名
shì rén jiàn mù jiàn	世人賤目見
shì rén jiāng jiàn qī	世人將見欺
shì rén jiē qì wàng	是人皆棄忘
shì rén jiē tàn qí	世人皆嘆奇
shì rén jiē yù shā	世人皆欲殺
shì rén jīn qiǎo zhì	市人矜巧智
shì rén jīn shǐ zhī	世人今始知
shì rén jìng rǎn zī	世人競染淄
shí rén jiǔ rén sǐ	十人九人死
shì rén jiǔ shū kuàng	世人久疏曠
shī rén jiù yuàn qiū	詩人舊怨秋
shì rén jū mù jiàn	世人拘目見
shí rén jū tài kāng	時人居太康
shí rén kàn bái yún	時人看白雲
shì rén kàn xiān fēng	市人看先封
shì rén kōng hēi bái	世人空黑白
shì rén làng xuān xuān	世人浪喧喧
shī rén lì qióng jiǎn	詩人例窮蹇
shī rén lì qióng kǔ	詩人例窮苦
shì rén lián fù sǔn	世人憐復損
shí rén liè wǔ dǐng	時人列五鼎
shī rén lùn jù xì	詩人論巨細
shì rén nà děi féng	世人那得逢
shì rén pāi shǒu xiào	市人拍手笑
shí rén qì cǐ wù	時人棄此物
shì rén qiú fù guì	世人求富貴
shǐ rén qiú yù chén	使人求諭諶
shí rén qū yīng biàn	時人趨纓弁
shī rén ráo chǔ sī	詩人饒楚思
shì rén rì zhōng jí	市人日中集
shì rén ruò xī jī	世人若醯雞
shī rén shí hé xiè	詩人識何謝
shì rén shí huā miàn	世人識花面
shǐ rén shòu jǐ guó	使人授己國
shí rén shù jùn xián	時人數俊賢
shì rén shuí bù sǐ	世人誰不死
shī rén sī bú wàng	詩人思不忘
shī rén sī wú xié	詩人思無邪
shì rén suǒ bú biàn	世人所不辨
shì rén wěi bǎi huò	市人委百貨
shì rén wù cháo shì	世人騖朝市
shí rén wú cǐ xīn	時人無此心
shì rén wú cǐ yùn	世人無此韻
shí rén wú yī èr	十人無一二
shí rén wú yī huó	十人無一活
shì rén xī dé mén	世人希德門
shì rén xǐ shén guài	世人喜神怪
shí rén xián bù qǔ	時人嫌不取
shī rén xiè kè xīng	詩人謝客興
shǐ rén xīn chàng rán	使人心悵然
shì rén xìn ěr mù	世人信耳目
shí rén xīn lǜ zhū	時人欣綠珠
shí rén xǔ shàng tái	時人許上台
shī rén yàn bó fá	詩人厭薄伐
shī rén yǎo wèi lái	詩人杳未來
shī rén yì hé yì	詩人亦何意
shī rén yì kòu guān	詩人亦扣關
shì rén yì wéi ěr	世人亦為爾
shí rén yí yè guāng	時人疑夜光
shí rén yǐ zhī chù	時人已知處
shì rén yóu wèi zhī	世人猶未知
shī rén yǔ huà shǒu	詩人與畫手
shì rén yǔ yā què	市人與鴉鵲
shì rén zhēng qū zhí	世人爭曲直
shǐ rén zhí sī yōu	矢人職司憂
shì rén zhī suǒ zhī	是人之所知
shǐ rén zhī yì xiāo	使人之意消
shì rén zhī zhě xī	世人知者稀
shì rén zhòng guān hūn	士人重冠婚
shì rén zhǒng táo lǐ	世人種桃李
shí rén zì lún yì	時人自淪翳
shì rén zì qì wǒ	世人自棄我
shì rén zì róng kū	世人自榮枯
shī réng fān shuǐ chéng	詩仍翻水成
shí rì bù mǎn pǐ	十日不滿匹
shì rì bù xiāng jiàn	是日不相見
shí rì dào xián qín	十日到鹹秦
shì rì dēng lóng kè	是日登龍客
shí rì duō rú fā	時日多如發
shì rì duō shī xìng	是日多詩興
shì rì fā xī qín	是日發西秦
shì rì fēng bō jì	是日風波霽
shì rì féng xiān zǐ	是日逢仙子
shí rì gào jiāng guī	十日告將歸
shì rì gū zhōu kè	是日孤舟客
shì rì guī lái mù	是日歸來暮
shì rì guī quán xià	是日歸泉下
shí rì guò shā qì	十日過沙磧
shí rì huà yì shuǐ	十日畫一水
shí rì huò yí jiàn	十日或一見
shì rì jì dī mí	是日既低迷
shí rì jiǔ fēng yǔ	十日九風雨
shí rì jiǔ néng xiāo	時日酒能消
shì rì méng yǔ qíng	是日濛雨晴
shì rì qī jiā kè	是日期佳客
shí rì qín zhēng ān	十日勤徵鞍
shí rì qīng míng qián	十日清明前
shì rì quàn nóng sāng	是日勸農桑
shí rì rì hé shāng	食日日何傷
shì rì sōng yún xìng	是日松筠性
shì rì suǒ zhí lú	是日鎖直廬
shì rì wǎn mí jìng	是日晚彌靜
shí rì wàng jiā zhái	十日忘家宅
shì rì wèi jī kě	是日慰飢渴
shí rì wò zī tíng	十日臥茲亭
shì rì xún yóu chù	是日巡遊處
shǐ rì yè wú xì	使日夜無隙
shí rì yī xié shǒu	十日一攜手
shì rì yǐn jī sī	是日飲羈思
shí rì yǔ bù xiū	十日語不休
shì rì zhòng quán xià	是日重泉下
shì rì zhòng yīn qín	是日重殷勤
shí rì zuò kōng guǎn	十日坐空館
shì róng sī dú yǐ	世榮斯獨已
shí róng tiān qīng cè	石容天傾側
shí róng yè lǚ guò	時容曳履過
shì róng yù lǎng jiàn	飾容遇朗鑑
shí ròu cháng rú jī	食肉常如飢
shí ròu fēi wàn lǐ	食肉飛萬里
shì ròu lǔ bēi gēng	誓肉虜杯羹
shí ròu qǐn qí pí	食肉寢其皮
shī rú bìng shì nán	師儒並世難
shǐ rù bù xū shēng	使入步虛聲
shì rù chái sāng zhǔ	勢入柴桑渚
shǐ rù cháng jiāng liú	使入長江流
shī rú dà xiǎo shān	詩如大小山
shí rǔ dī chuāng qián	石乳滴窗前
shì rù dōng míng jìn	勢入東溟盡
shì rú duō gǔ mò	世儒多汩沒
shī rú fàn kē shān	詩如飯顆山
shì rú fēi hóng qù	事如飛鴻去
shì rù fú yún sǒng	勢入浮雲聳
shī rú gǔ rén zuò	詩如古人作
