ān fèng	安凤
shǒu zāi hóng shù yòu féng chūn	手栽红树又逢春
shǒu zāi lì zǐ dài wǒ guī	手栽荔子待我归
shǒu zāi lín zhú jìn chéng yīn	手栽林竹尽成阴
shǒu zāi qīng yīn jiē bǐ lín	手栽清荫接比邻
shǒu zāi sōng shù cāng cāng lǎo	手栽松树苍苍老
shǒu zhá bā háng shī yì piān	手札八行诗一篇
shǒu zhàn hán yī rù jiù shān	手绽寒衣入旧山
shǒu zhào pín lái lǎo jiàng yōu	手诏频来老将忧
shǒu zhé shuāi yáng bēi lǎo dà	手折衰杨悲老大
shǒu zhí hóng táo qiān shù fā	手植红桃千树发
shǒu zhǐ jiāo lí qiǎn dì shí	手指交梨遣帝食
shǒu zhǐ jīn yú bǎ bǐ hén	手指今馀把笔痕
shòu zhī pō wèi jué jīn xī	受之颇谓绝今昔
shǒu zhí qīng sōng sān wàn zāi	手植青松三万栽
shǒu zhí shù sōng jīn yǎn gài	手植数松今偃盖
shǒu zhǒng cāng láng shí shù bǎi	手种苍琅十数百
shǒu zhōng dāo chǐ bù rú rén	手中刀尺不如人
shòu zhōng dāo qiāng duō nù hǒu	兽中刀枪多怒吼
shǒu zhōng diàn jī yǐ tiān jiàn	手中电击倚天剑
shǒu zhōng diàn yè yǐ tiān jiàn	手中电曳倚天剑
shǒu zhǒng jiāng tóu liǔ shí xún	手种江头柳十寻
shǒu zhōng lián è lǐn qiū shuāng	手中莲锷凛秋霜
shǒu zhǒng qīng sōng jīn shí wéi	手种青松今十围
shǒu zhōng shí zhǐ yǒu cháng duǎn	手中十指有长短
shǒu zhǒng tán luán sān liǎng gān	手种檀栾三两竿
shǒu zhǒng táo lǐ fēi wú zhǔ	手种桃李非无主
shǒu zhōng wàn suì hú sūn téng	手中万岁胡孙藤
shǒu zhǒng zhú jīn qīng qīng fǒu	手种竹今青青否
shǒu zhǒng zhū yú jiù jǐng bàng	手种茱萸旧井傍
shòu zhōu shǔ xiàn yǒu ān fēng	寿州属县有安丰
shòu zhōu yǐ jiàn bái shí tǎ	寿州已见白石塔
shòu zhú kū sōng xiě cán yuè	瘦竹枯松写残月
shòu zhú líng fēng nòng bì yī	瘦竹凌风弄碧漪
shōu zhū nán hǎi qiān yú rì	收珠南海千馀日
shǒu zhū rén zài yuè xī shěn	守株人在月西沈
shòu zhú xiāo sǎ lìng rén jī	瘦竹潇洒令人饥
shǒu zhū yóu zuò shē mó tā	手珠犹作奢摩他
shǒu zhǔ yú gān bù qí mǎ	手拄渔竿不骑马
shòu zhū yuē shān bā shí yùn	寿朱约山八十韵
shǒu zì guàn yuán fāng dài jīng	手自灌园方带经
shǒu zú gē liè chéng mí wǎng	手足割裂诚迷惘
shòu zūn yú lì dào péng zān	寿樽余沥到朋簪
shù ài zhōu xíng yǎng wò kàn	树爱舟行仰卧看
shù àn cǎo shēn rén jìng chù	树暗草深人静处
shù àn xiǎo cháo cáng qiǎo fù	树暗小巢藏巧妇
shū àn yī péng xīn sì shāo	输岸一朋心似烧
shū bào jiǔ jiāng wén zàn xǐ	书报九江闻暂喜
shū bǎo qīng chén yǎn bì liáng	叔宝倾陈衍弊梁
shū bào wēi zhī huì shū zhī	书报微之晦叔知
shù bēi bīn kè bǎo tóng pú	数杯宾客饱僮仆
shù bēi chūn jiǔ gòng shuí qīng	数杯春酒共谁倾
shū bèi cuī chéng mò wèi nóng	书被催成墨未浓
shù bēi jiāo cháng suī zàn zuì	数杯浇肠虽暂醉
shù bēi wēn zhòu xuě zhōng chūn	数杯温酎雪中春
shù biān huí yàn jì qíng láng	戍边回雁寄情郎
shù bīng jiǔ xián kě xiǎo shì	戍兵久闲可小试
shù céng luàn xiè yún lǐ fēng	数层乱泻云里峰
shǔ chá jì dào dàn jīng xīn	蜀茶寄到但惊新
shǔ chá zǒng rù zhū fān shì	蜀茶总入诸蕃市
shù chàng cǐ gē wù míng zhǔ	数唱此歌悟明主
shǔ chē qián rì zhù jī qiào	属车前日驻鸡翘
shǔ chē wú fù chā jī qiào	属车无复插鸡翘
shǔ chē zhóu zhé chèn bù jí	属车轴折趁不及
shū chéng bù dé duàn guó lùn	书成不得断国论
shù chéng duō shì rén xiān lǎo	树成多是人先老
shǔ chéng jiù lì suī pí lǎn	属城旧吏虽疲懒
shū chéng kuài jiàn zhǎn jiāo tuó	书成快剑斩蛟鼍
shū chéng xiǎo jiǎn jì qíng rén	书成小简寄情人
shū chéng zì xiě yíng tóu biǎo	书成自写蝇头表
shǔ chǐ jiāng shān wàn lǐ yáo	数尺江山万里遥
shǔ chǐ róu tiáo jīn rì xīn	数尺柔条今日新
shū chū bù xū sān bǎi yùn	书出步虚三百韵
shù chù wēi míng xiāo bú jìn	数处微明销不尽
shū cǐ piān yǐ zì xiàn zhì	书此篇以自见志
shù cóng fāng cǎo zài táng yīn	数丛芳草在堂阴
shù cóng shā cǎo qún ōu sàn	数丛沙草群鸥散
shù dài fā kuáng yù dà jiào	束带发狂欲大叫
shù dài liǎn shǒu lái cóng shì	束带敛手来从事
shù dài miù qū wén shí bì	束带谬趋文石陛
shū dài yóu shēng màn cǎo zhōng	书带犹生蔓草中
shǔ dào bīng gē yǒu shì fēi	蜀道兵戈有是非
shǔ dào liú gōng xì mǎ nián	数到刘公戏马年
shǔ dào mán chuán qiān gǔ xiǎn	蜀道谩传千古险
shǔ dào shān chuān xīn yì jīng	蜀道山川心易惊
shǔ dào xiān yóu sì lǐ lái	数到仙游寺里来
shǔ dào yún fēng dì jǐ zhòng	数到云峰第几重
shū dé yǎn hūn zhū sì bì	书得眼昏朱似碧
shū dēng zì zhào gū fān sù	疏灯自照孤帆宿
shǔ dì céng wén zǐ guī niǎo	蜀地曾闻子规鸟
shǔ dì chéng biān zǐ guī yàn	蜀帝城边子规咽
shǔ dì hóng jiān wéi dì pín	蜀地红笺为弟贫
shù dí ní shā chū shān gǔ	漱涤泥沙出山骨
shù dǐ pú tuán chán lǎo jiā	树底蒲团禅老家
shǔ dì yī bǎi sì shí èr	鼠第一百四十二
shū diàn céng suí cuì fèng xiáng	书殿曾随翠凤翔
shǔ diàn qióng rén bàn yè shēn	蜀殿琼人伴夜深
shǔ diǎn yǔ shēng fēng yuē zhù	数点雨声风约住
shù diào chí shāng xīng yǒu wú	数调持觞兴有无
shù dù dēng cháo hé chù róng	数度登朝何处荣
shū dù qiān qǐng zuì jí xiū	叔度千顷醉即休
shǔ dū rù báo jǐn huā lěng	蜀都褥薄锦花冷
shú dú shēn sī zǐ zì zhī	熟读深思子自知
shū dù xīn gē chù chù tīng	叔度新歌处处听
shù duì jūn wáng yì lǒng shān	数对君王忆陇山
shū ěr biān dòu sì wǒ páng	倏尔笾豆肆我旁
shǔ ér cǎi biān bù gǎn mián	蜀儿采鞭不敢眠
shù fā hán huā jìn yuàn xīn	树发寒花禁苑新
shǔ fān chuāng wǎng xiǎo jīng cāi	鼠翻窗网小惊猜
shù fān hé yǔ xià guī zhōu	数帆和雨下归舟
shū fàn lí chuáng pò nà yī	蔬饭藜床破衲衣
shū fāng rì luò xuán yuán kū	殊方日落玄猿哭
shū fāng yòu xǐ gù rén lái	殊方又喜故人来
shǔ fēng pī jīn zhù hàn dàn	暑风披襟著菡萏
shù fēng xíng jìn yóu wèi guī	数峰行尽犹未归
shū fù bù cháo xuán zǔ shòu	疏傅不朝悬组绶
shǔ fú gū péng zhào xiàng qián	鼠伏孤蓬棹向前
shù fù guī lái tǎng wú rǔ	束缚归来傥无辱
shǔ fú huāng cūn mìng yǔ qīng	鼠伏荒村命羽轻
shū fù huī jīn hū xiāng yì	疏傅挥金忽相忆
shù fú shū zhě gēn bì shēn	树扶疎者根必深
shū gān pōu dǎn xiào yīng cái	输肝剖胆效英才
shǔ gāng yōng zhǒng zuò shé pán	蜀冈拥肿作蛇蟠
shù gǎo duān néng fèi xiè kūn	束藁端能废谢鲲
shù gāo zhú mì chí táng shēn	树高竹密池塘深
shù gēn cǎo màn zhē gǔ dào	树根草蔓遮古道
shù gēn xuě jìn cuī huā fā	树根雪尽催花发
shū gōng bǐ tū sān qiān guǎn	书功笔秃三千管
shǔ gōng qù sǎ ráng xià tǔ	属公去洒穰下土
shù gǔ wèi chú wú sǎng cǐ	数罟未除吾颡泚
shù guà cāng lóng tuō qù lín	树挂苍龙脱去鳞
shū guān bù zú guī mài wū	输官不足归卖屋
shū guān shàng dǐng yǒu líng luò	输官上顶有零落
shǔ guāng chū zhào yǎn bīng chǎng	曙光初照演兵场
shū guǎng zhōng wú rèn zǐ ēn	疏广终无任子恩
shū guì shòu yìng fāng tōng shén	书贵瘦硬方通神
shǔ guó céng wén zǐ guī niǎo	蜀国曾闻子规鸟
shǔ guó fāng jiāng jué shǔ yú	属国方将掘鼠余
shǔ guó fēng yān sī bù kān	蜀国风烟思不堪
shǔ guó xīn cóng hǎi wài guī	属国新従海外归
shǔ guó yú jiān shù xíng zì	蜀国鱼笺数行字
shǔ guó zhēng shù jiǔ lí jū	属国征戍久离居
shū hé xī máo bù kě zhuàng	疏翮稀毛不可状
shù hè xiū xiū bái fà wēng	裋褐休休白发翁
shū hè yǐ lái wěi rén wù	疏贺以来伟人物
shū hòu hé tí sān bǎi kē	书后合题三百颗
shǔ hòu lú yān shēng bú miè	曙后炉烟生不灭
shū hòu yù tí sān bǎi kē	书后欲题三百颗
shū hū dōng xi wú bù kě	倏忽东西无不可
shū hū guò qù shù bǎi qún	倏忽过去数百群
shū hū hái lái nán mò tóu	倏忽还来南陌头
shū hū hái suí líng yǔ fēn	倏忽还随零雨分
shū hū hé zhòng fēng làng chuī	倐忽河中风浪吹
shū hū jīng xīn yù bái tóu	倏忽惊心欲白头
shū hū tuán fēng shēng yǔ yì	倏忽抟风生羽翼
shū hū xīng wáng dìng jì qiū	倏忽兴王定蓟丘
shū hū xū yú nán jiǔ shì	倏忽须臾难久恃
shǔ huá xiān zhào zhuàn chūn qín	曙华先照啭春禽
shū huái jì zhōng cháo wǎng huán	书怀寄中朝往还
shū huái yí jīng yì tóng hào	书怀贻京邑同好
shū huǎng shuí lián yè dú yín	书幌谁怜夜独吟
shū huǎng wú rén cháng bù juǎn	书幌无人长不卷
shù huí xì xiě chóu réng pò	数回细写愁仍破
shǔ hún jì mò yǒu bàn wèi	蜀魂寂寞有伴未
shù jī bù dé fēng lóng é	数奇不得封龙额
shù jī hū mín yǒu chōu hū	庶几乎民有瘳乎
shù jī mén hù yǒu bā cí	庶几门户有八慈
shū jì mián shí tūn cǎi fèng	书记眠时吞彩凤
shù jī qí guó yǒu chōu hū	庶几其国有瘳乎
shǔ jì rú huā zuò rào shēn	蜀妓如花坐绕身
shū jì xìng míng bù kěn xué	书记姓名不肯学
shù jī yí jiàn liú zǐ jiē	庶几一见留子嗟
shū jiā fù zǐ cuò guà guān	疏家父子错挂冠
shù jiā jī quǎn rú xiāng shí	数家鸡犬如相识
shù jiā liú yè dài cán mián	数家留叶待蚕眠
shù jiā máo wū qīng xī shàng	数家茅屋清溪上
shū jiā xí shàng qiàn mén shēng	疏家席上欠门生
shù jiā yān huǒ zì wèi lín	数家烟火自为邻
shù jiā yáo duì běi shān cén	数家遥对北山岑
shù jiā zhēn chǔ qiū shān xià	数家砧杵秋山下
shù jiān cén jì shuāng gān shù	树间岑寂双甘树
shū jiàn cuī rén bù zàn xián	书剑催人不暂闲
shù jiān máo wū cāng shān gēn	数间茅屋苍山根
shù jiān máo wū xián lín shuǐ	数间茅屋闲临水
shù jiàn shuāng fēng lái jǐ shí	庶见霜风来几时
shù jiān sù bì chū kāi hòu	数间素壁初开后
shū jiàn tóu rén jiǔ bù guī	书剑投人久不归
shū jiàn wú yóu qīn guì xiàn	疏贱无由亲跪献
shǔ jiān xiě chū piān piān hǎo	蜀笺写出篇篇好
shū jiàn xué duō xīn yù lǎn	书剑学多心欲懒
shǔ jiāng chǔ xiá hùn shū míng	蜀江楚峡混殊名
shǔ jiāng chūn shuǐ pāi jiāng liú	蜀江春水拍江流
shǔ jiāng chūn shuǐ pāi shān liú	蜀江春水拍山流
shǔ jiāng fēng dàn shuǐ rú luó	蜀江风澹水如罗
shǔ jiāng gōng zhǔ lù jī chún	蜀姜供煮陆机莼
shù jiāng jī rùn sǎo yí niè	庶将积润扫遗孽
shǔ jiāng jiǔ bú jiàn cāng láng	蜀江久不见沧浪
shǔ jiāng rú xiàn rú zhēn shuǐ	蜀江如线如针水
shǔ jiāng shōu gōng xiān biǎo hè	蜀将收功先表贺
shǔ jiāng shuǐ bì shǔ shān qīng	蜀江水碧蜀山青
shū jiāng xū bái táng qián hè	输将虚白堂前鹤
shǔ jiāng xuě làng xī jiāng mǎn	蜀江雪浪西江满
shǔ jiāng yóu sì jiàn huáng hé	蜀江犹似见黄河
shù jiǎo lí sī huā míng míng	树搅离思花冥冥
shù jié chóng chóng dài mào wén	数节重重玳瑁文
shǔ jǐn huā kāi lǜ cǎo tián	蜀锦花开绿草田
shù jīng bái fà nà pāo de	数茎白发那抛得
shù jīng bān fā duì qiū fēng	数茎斑发对秋风
shù jīng jiǎ kē yóu bái shēn	数经甲科犹白身
shū jǐng piān lín jiàn shǐ huā	淑景偏临建始花
shù jiǒng nǎi jiàn shī rén cái	数窘乃见诗人才
shū jiǔ wàn zì wú kě mò	书九万字无渴墨
shú jū wú shì shǐ chū rù	孰居无事使出入
shú jū wú shì wéi cǐ xíng	孰居无事为此形
shū juàn lüè xún liáo qǔ shuì	书卷略寻聊取睡
shū juàn rú yún dé zì yóu	舒卷如云得自由
shū juàn zhǎn shí féng gǔ rén	书卷展时逢古人
shù jūn fěi qīn qǐ qí péng	数君匪亲岂其朋
shǔ jùn wén fēng zì gé xīn	属郡闻风自革心
shù kàn huáng wù luàn xuán yún	数看黄雾乱玄云
shǔ kè céng yóu míng yuè xiá	蜀客曾游明月峡
shǔ kè chuán cóng niǎo dào huí	蜀客船从鸟道回
shǔ kè nán yóu jiā zuì yuǎn	蜀客南游家最远
shǔ kè xī cén fēi wǒ lín	蜀客郗岑非我邻
shū kōng jiàn jué xīn shī jiàn	书空渐觉新诗健
shū kōng yǐ hèn tiān shí qù	书空已恨天时去
shǔ kuàng jiā wú shí jīn chǎn	属纩家无十金产
shū kuáng sì wǒ rén shuí gù	疏狂似我人谁顾
shǔ lái àn shàng cháng tōu shuǐ	鼠来案上常偷水
shū lái chóu dié pō xiāng yú	书来稠叠颇相於
shū lái cū qiǎn gù rén zhī	书来粗遣故人知
shǔ lái hán wǎng yùn huí fú	暑来寒往运洄洑
shù lái huì miàn fù néng jǐ	数来会面复能几
shū lái lù lǐ fǎng xiān shēng	书来甪里访先生
shū lái mò jì jiǔ huí cháng	书来莫寄九回肠
shū lái qǐ shī yào zì xiě	书来乞诗要自写
shū lái wèi bào jǐ shí huán	书来未报几时还
shū lái yǐ sì gé sān qiū	书来已似隔三秋
shū lái yuǎn zì báo hán shān	书来远自薄寒山
shū lè chéng zhōng fá shuǐ yuán	疎勒城中乏水源
shù lèi shè ěr bù yí zú	数肋射尔不遗镞
shù lǐ bú jiàn jīn gèng féng	数里不见今更逢
shù lǐ céng wú yī zhī hǎo	数里曾无一枝好
shù lǐ chéng chí yǐ wú màn	数里城池已芜漫
shǔ lí lí xī chéng pō tuó	黍离离兮城坡坨
shǔ lí mài xiù cóng lái shì	黍离麦秀从来事
shù lǐ nán hú yí piàn míng	树里南湖一片明
shù lǐ shēn sōng dào sì mén	数里深松到寺门
shǔ lì tóng dēng yún gé jiān	署吏同登芸阁间
shù lǐ xiāo xiāo guǎn sòng yíng	数里萧萧管送迎
shù lǐ yī xiāng yáo pū rén	数里衣香遥扑人
shū lì yì zú bǎo wǒ jī	疏粝亦足饱我饥
shù lián cuì xiǎo wéi chūn zhòu	树连翠筱围春昼
shū lián hóng rì nòng zhāo huī	疏帘红日弄朝晖
shū lián tīng yǔ cǎo táng chūn	疏帘听雨草堂春
shū lián wéi kè zhuǎn pí pá	疏帘帏客转琵琶
shū lián xiāng bàn sù fēng yān	疏帘相伴宿风烟
shū lín chí biān wén sòng jīng	疏林池边闻诵经
shù lín shēn cuì yǐ shēng yān	树林深翠已生烟
shū lín yě sè jìn lóu tái	疏林野色近楼台
shū lín yī dào chū shuāng gēn	疏林欹倒出霜根
shù lín yǐn yì dēng hán wù	树林隐翳灯含雾
shù lín yōu cuì mǎn shān gǔ	树林幽翠满山谷
shù líng yè xī lè tiān xiū	漱灵液兮乐天休
shū lóng dèng dào qiè zhāo huí	疏龙磴道切昭回
shù lóu chuī dí hǔ yá xián	戍楼吹笛虎牙闲
shǔ lòu wú yǎn bù shí rén	属镂无眼不识人
shù lóu xī wàng yān chén hēi	戍楼西望烟尘黑
shù lóu xián shàng wàng xīng wén	戍楼闲上望星文
shǔ lù qíng lái jiàn bì jī	蜀路晴来见碧鸡
shū luó sàn hú yún wù kāi	舒罗散縠云雾开
shǔ má wú yán zì gǔ tōng	蜀麻吴盐自古通
shū mài bā fēn tōng zì xué	书卖八分通字学
shù mǎn kōng qiáng bì jǐ mén	树满空墙闭戟门
shǔ mén xī shàng gèng qīng tiān	蜀门西上更青天
shù mì bù yán tōng niǎo dào	树密不言通鸟道
shù miǎo fēng duō hán gèng chuī	树杪风多寒更吹
shū míng huì cuì cái piān yì	书名会粹才偏逸
shù mù diāo shū shān yǔ hòu	树木凋疏山雨后
shù mǔ huāng yuán liú wǒ zhù	数亩荒园留我住
shù mǔ huāng yuán zì chú lǐ	数亩荒园自锄理
shū mǔ nián gāo xīn fù pín	叔母年高新妇贫
shù mǔ péng hāo gǔ xiàn yīn	数亩蓬蒿古县阴
shù mǔ shān tián shēn zì gēng	数亩山田身自耕
shù mǔ tián yuán yòu fèi gēng	数亩田园又废耕
shǔ mù xiàng lái wú zì le	鼠目向来吾自了
shù mù yóu wéi rén ài xī	树木犹为人爱惜
shū náng chì bái bào jūn hóu	书囊赤白报君侯
shū náng wú dǐ tán wèi liǎo	书囊无底谈未了
shù nián chén miàn zài xīn zhuāng	数年尘面再新妆
shù nián hú shàng xiè fú míng	数年湖上谢浮名
shù nián lái wǎng xián jīng dào	数年来往咸京道
shù nián zuò lì jiā lǚ kōng	数年作吏家屡空
shǔ niǎo wú huā cán zhào lǐ	蜀鸟吴花残照里
shū nǚ hé shì yòu shāng lí	淑女何事又伤离
shǔ nǚ xià shā yíng shuǐ kè	蜀女下沙迎水客
shù pài qīng quán huáng jú shèng	数派清泉黄菊盛
shù péi lǐ zǐ zhōu fàn jiāng	数陪李梓州泛江
shù piān chí wǎng zhù huān hāi	数篇持往助欢咍
shù piān fēng diào gèng yīng wú	数篇风调更应无
shù piàn hé yī bù bì shēn	数片荷衣不蔽身
shù piān jià zhí yí shù chú	数篇价直一束刍
shù piān jīn jiàn gǔ rén shī	数篇今见古人诗
shù piàn shēn hóng rù zuò fēi	数片深红入座飞
shū pò hóng mán gé zǐ shàng	书破红蛮隔子上
shǔ qì cháng duō qiū qì wēi	暑气常多秋气微
shū qì chū xián méi sè qiǎn	淑气初衔梅色浅
shù qí hú rén liè shòu guī	数骑胡人猎兽归
shū qí jīng yǔ lǜ xiān xiān	蔬畦经雨绿纤纤
shù qí wān gōng gǎn chí tū	数骑弯弓敢驰突
shǔ qì wēi qīng qiū yì duō	暑气微清秋意多
shū qì yī chí liǔ sè qīng	淑气依迟柳色青
shù qí yú yáng tàn shǐ huí	数骑渔阳探使回
shù qí zhǎng juǎn xī yáng zhōng	戍旗长卷夕阳中
shù qiān sōng yǐ xī shān lǎo	数千松倚西山老
shū qiān yào guǒ fēng zhū wǎng	书签药裹封蛛网
shū qiáng wò bì cháng zāo mà	书墙涴壁长遭骂
shǔ qín yù zòu yuān yāng xián	蜀琴欲奏鸳鸯弦
shū qíng tí cài shè rén xióng	书情题蔡舍人雄
shū qù hū lái yīng yǒu yì	倏去忽来应有意
shù qǔ qīng xī rào sì shēn	数曲清溪绕寺深
shū qù yòu féng shāng lǐng xuě	书去又逢商岭雪
shù rào chí kuān yuè yǐng duō	树绕池宽月影多
shù rào huāng tái yè mǎn chí	树绕荒台叶满池
shù rén bù chuán zhì wéi chén	庶人不传质为臣
shǔ rén bú fù tán xiàng rú	蜀人不复谈相如
shù rén bù zhī jǐ jiǎ zǐ	数人不知几甲子
shǔ rén cóng cǐ sòng cán shān	蜀人従此送残山
